ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio,Maincategory,Subcategory,Pagetitle,Pagenumber
649,23,362,Vergleichstext,Lesesprache,alt,W,Saanen-Gstaad BE,BE20,JNDD,362_Vergleichstext_Lesesprache_alt_W_Saanen-Gstaad_BE20_JNDD,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
650,14,284,Hündchen,Hundeli,alt,W,Zweisimmen BE,BE25,JEAL,284_Hündchen_Hundeli_alt_W_Zweisimmen_BE25_JEAL,Grammatik,Substantiv,Hündchen,284
651,3,52,Eidechse,Schwickerli,alt,M,Vals GR,GR09,OYUZ,052_Eidechse_Schwickerli_alt_M_Vals_GR09_OYUZ,Wortschatz,Tier,Eidechse,52
652,6,114,Schluckauf,Hitzgi Hitzger±,jung,M,Fischingen TG,TG03,AWMO,114_Schluckauf_Hitzgi_Hitzger-_jung_M_Fischingen_TG03_AWMO,Wortschatz,Mensch,Schluckauf,114
653,18,322,Mirjams Hut,de(r) Mirjam sine Huet,jung,M,Oberriet SG,SG07,EWCC,322_Mirjams_Hut_de(r)_Mirjam_sine_Huet_jung_M_Oberriet_SG07_EWCC,Grammatik,Satzbau,Mirjams Hut,322
654,5,90,Kartoffel,Häärperu,jung,M,Bosco Gurin TI,TI01,SSQE,090_Kartoffel_Häärperu_jung_M_Bosco_Gurin_TI01_SSQE,Wortschatz,Essen und Trinken,Kartoffel,90
655,9,146,Achse,á,jung,W,Wil SG,SG12,JCQC,146_Achse_á_jung_W_Wil_SG12_JCQC,Lautung,Vokale,Achse,146
656,9,196,Bruder,ua,alt,W,Churwalden GR,GR02,IKIA,196_Bruder_ua_alt_W_Churwalden_GR02_IKIA,Lautung,Vokale,Bruder,196
657,5,88,Zwiebel,Zibele±,jung,W,Sumiswald BE,BE22,BLZL,088_Zwiebel_Zibele-_jung_W_Sumiswald_BE22_BLZL,Wortschatz,Essen und Trinken,Zwiebel,88
658,14,286,Bernerin,Bärnere,jung,M,Bern BE,BE03,HFSV,286_Bernerin_Bärnere_jung_M_Bern_BE03_HFSV,Grammatik,Substantiv,Bernerin,286
659,23,362,Vergleichstext,Lesesprache,jung,M,Frutigen BE,BE09,GKBV,362_Vergleichstext_Lesesprache_jung_M_Frutigen_BE09_GKBV,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
660,16,302,meine Cousine,mini,jung,W,Huttwil BE,BE11,TSPB,302_meine_Cousine_mini_jung_W_Huttwil_BE11_TSPB,Grammatik,Pronomen,meine Cousine,302
661,17,318,Pult,der,alt,W,Ermatingen TG,TG02,AHQM,318_Pult_der_alt_W_Ermatingen_TG02_AHQM,Grammatik,Genus,Pult,318
662,23,362,Vergleichstext,Lesesprache,alt,W,Niederbipp BE,BE19,FVTU,362_Vergleichstext_Lesesprache_alt_W_Niederbipp_BE19_FVTU,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
663,11,248,Militär,MilitÄr,jung,W,Brugg AG,AG03,RWZQ,248_Militär_MilitÄr_jung_W_Brugg_AG03_RWZQ,Lautung,Prosodie,Militär,248
664,9,190,Frauen,ouw-palatalisiert,alt,M,Lauterbrunnen BE,BE16,HZVF,190_Frauen_ouw-palatalisiert_alt_M_Lauterbrunnen_BE16_HZVF,Lautung,Vokale,Frauen,190
665,20,340,Grussformeln (mittags),(En) Guete Mittag,jung,W,Möhlin AG,AG08,TVZQ,340_Grussformeln_(mittags)_(En)_Guete_Mittag_jung_W_Möhlin_AG08_TVZQ,Sprache im Alltag,Grussformeln,Grussformeln (mittags),340
666,9,200,tief,ie,jung,M,Gelterkinden BL,BL02,WTEK,200_tief_ie_jung_M_Gelterkinden_BL02_WTEK,Lautung,Vokale,tief,200
667,23,362,Vergleichstext,Lesesprache,alt,W,Brig + Ried VS,VS03,ZVDJ,362_Vergleichstext_Lesesprache_alt_W_Brig___Ried_VS03_ZVDJ,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
668,7,132,kneifen,pfätze,alt,W,Basel BS,BS01,MOHG,132_kneifen_pfätze_alt_W_Basel_BS01_MOHG,Wortschatz,Gesellschaft,kneifen,132
669,14,278,Bett Plural,Bette,alt,M,Spreitenbach AG,AG09,JIQI,278_Bett_Plural_Bette_alt_M_Spreitenbach_AG09_JIQI,Grammatik,Substantiv,Bett Plural,278
670,18,334,Es kommt regnen,es chunt ga rägne,jung,W,St. Niklaus VS,VS08,EUGJ,334_Es_kommt_regnen_es_chunt_ga_rägne_jung_W_St._Niklaus_VS08_EUGJ,Grammatik,Satzbau,Es kommt regnen,334
671,10,230,Darm,rum,jung,W,Bosco Gurin TI,TI01,MCMB,230_Darm_rum_jung_W_Bosco_Gurin_TI01_MCMB,Lautung,Konsonanten,Darm,230
672,23,362,Vergleichstext,Lesesprache,alt,W,Schwyz SZ,SZ04,KETC,362_Vergleichstext_Lesesprache_alt_W_Schwyz_SZ04_KETC,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
673,13,266,"tragen, getragen","trääge, treet",jung,W,Oberriet SG,SG07,JASL,"266_tragen,_getragen_trääge,_treet_jung_W_Oberriet_SG07_JASL",Grammatik,Verb,"tragen, getragen",266
674,4,66,Pfütze,Gunte,alt,M,Altdorf UR,UR01,EVQN,066_Pfütze_Gunte_alt_M_Altdorf_UR01_EVQN,Wortschatz,Haus und Garten,Pfütze,66
675,2,42,herauf,uecha,alt,M,Zweisimmen BE,BE25,TUSD,042_herauf_uecha_alt_M_Zweisimmen_BE25_TUSD,Wortschatz,Häufige Wörter,herauf,42
676,2,40,nach-auf,nach,alt,M,Plaffeien FR,FR06,PDLD,040_nach-auf_nach_alt_M_Plaffeien_FR06_PDLD,Wortschatz,Häufige Wörter,nach-auf,40
677,3,54,Biene,Biili,jung,W,Muotathal SZ,SZ03,OASX,054_Biene_Biili_jung_W_Muotathal_SZ03_OASX,Wortschatz,Tier,Biene,54
678,4,78,Sofa,Ottomane,alt,M,Adelboden BE,BE02,BGTK,078_Sofa_Ottomane_alt_M_Adelboden_BE02_BGTK,Wortschatz,Haus und Garten,Sofa,78
679,13,262,haben (Plural),händ händ händ,alt,W,Bremgarten + Widen + Zufikon AG,AG02,WRWX,262_haben_(Plural)_händ_händ_händ_alt_W_Bremgarten___Widen___Zufikon_AG02_WRWX,Grammatik,Verb,haben (Plural),262
680,4,78,Sofa,Ruebett(li),jung,W,Grindelwald BE,BE10,SDYX,078_Sofa_Ruebett(li)_jung_W_Grindelwald_BE10_SDYX,Wortschatz,Haus und Garten,Sofa,78
681,7,136,plaudern,lafere,alt,M,Solothurn SO,SO04,AWLY,136_plaudern_lafere_alt_M_Solothurn_SO04_AWLY,Wortschatz,Gesellschaft,plaudern,136
682,4,64,Giesskanne,Gspritzu,jung,M,Bosco Gurin TI,TI01,UPAW,064_Giesskanne_Gspritzu_jung_M_Bosco_Gurin_TI01_UPAW,Wortschatz,Haus und Garten,Giesskanne,64
683,5,94,Käsekruste,Bödeli±,alt,W,Blumenstein BE,BE05,HUYI,094_Käsekruste_Bödeli-_alt_W_Blumenstein_BE05_HUYI,Wortschatz,Essen und Trinken,Käsekruste,94
684,9,176,Mäuse,ui,jung,W,Engelberg OW,OW01,HLFM,176_Mäuse_ui_jung_W_Engelberg_OW01_HLFM,Lautung,Vokale,Mäuse,176
685,2,28,hier,daa,alt,W,Bülach ZH,ZH02,NUHA,028_hier_daa_alt_W_Bülach_ZH02_NUHA,Wortschatz,Häufige Wörter,hier,28
686,5,90,Kartoffel,Härdöpfel±,jung,M,Langnau BE,BE15,VGMD,090_Kartoffel_Härdöpfel-_jung_M_Langnau_BE15_VGMD,Wortschatz,Essen und Trinken,Kartoffel,90
687,5,82,Überrest eines Apfels,Gröibschi,jung,W,Aarberg BE,BE01,TPJS,082_Überrest_eines_Apfels_Gröibschi_jung_W_Aarberg_BE01_TPJS,Wortschatz,Essen und Trinken,Überrest eines Apfels,82
688,4,72,schaukeln,gglangge,alt,M,St. Niklaus VS,VS08,BNOH,072_schaukeln_gglangge_alt_M_St._Niklaus_VS08_BNOH,Wortschatz,Haus und Garten,schaukeln,72
689,9,166,Käse,ee,alt,W,Zermatt VS,VS11,IJMG,166_Käse_ee_alt_W_Zermatt_VS11_IJMG,Lautung,Vokale,Käse,166
690,2,42,herauf,u(u)fe,jung,W,Bülach ZH,ZH02,VUTP,042_herauf_u(u)fe_jung_W_Bülach_ZH02_VUTP,Wortschatz,Häufige Wörter,herauf,42
691,4,80,Kochschürze,Vorscher,jung,M,Saas-Grund VS,VS05,GXEB,080_Kochschürze_Vorscher_jung_M_Saas-Grund_VS05_GXEB,Wortschatz,Haus und Garten,Kochschürze,80
692,10,218,Tanne (Geminate),n,alt,W,Fischingen TG,TG03,FPFX,218_Tanne_(Geminate)_n_alt_W_Fischingen_TG03_FPFX,Lautung,Konsonanten,Tanne (Geminate),218
693,4,64,Giesskanne,Bschitter,jung,W,Zermatt VS,VS11,EBCW,064_Giesskanne_Bschitter_jung_W_Zermatt_VS11_EBCW,Wortschatz,Haus und Garten,Giesskanne,64
694,13,266,"tragen, getragen","traage, trììt",jung,M,Frutigen BE,BE09,GKBV,"266_tragen,_getragen_traage,_trììt_jung_M_Frutigen_BE09_GKBV",Grammatik,Verb,"tragen, getragen",266
695,18,328,gehen lassen,la gaa laa±,alt,M,Luzern LU,LU02,EFKS,328_gehen_lassen_la_gaa_laa-_alt_M_Luzern_LU02_EFKS,Grammatik,Satzbau,gehen lassen,328
696,4,72,schaukeln,schauggle,jung,W,Schmitten GR,GR07,OKWW,072_schaukeln_schauggle_jung_W_Schmitten_GR07_OKWW,Wortschatz,Haus und Garten,schaukeln,72
697,20,338,Grussformeln (morgens),Moin,jung,W,Grindelwald BE,BE10,SDYX,338_Grussformeln_(morgens)_Moin_jung_W_Grindelwald_BE10_SDYX,Sprache im Alltag,Grussformeln,Grussformeln (morgens),338
698,6,110,Quetschfleck,Bleu(w)i±,jung,M,Zweisimmen BE,BE25,YFTY,110_Quetschfleck_Bleu(w)i-_jung_M_Zweisimmen_BE25_YFTY,Wortschatz,Mensch,Quetschfleck,110
699,9,200,tief,äi ai,jung,W,Meiringen BE,BE17,SNDV,200_tief_äi_ai_jung_W_Meiringen_BE17_SNDV,Lautung,Vokale,tief,200
700,5,88,Zwiebel,Belle,jung,M,Bosco Gurin TI,TI01,SSQE,088_Zwiebel_Belle_jung_M_Bosco_Gurin_TI01_SSQE,Wortschatz,Essen und Trinken,Zwiebel,88
701,10,214,Rad,hinteres r,jung,M,Weinfelden TG,TG06,YNDU,214_Rad_hinteres_r_jung_M_Weinfelden_TG06_YNDU,Lautung,Konsonanten,Rad,214
702,7,140,Schlittschuh laufen,schlittschüen(d)le,jung,M,Rafz ZH,ZH05,QKJG,140_Schlittschuh_laufen_schlittschüen(d)le_jung_M_Rafz_ZH05_QKJG,Wortschatz,Gesellschaft,Schlittschuh laufen,140
703,9,146,Achse,a,alt,M,Sumiswald BE,BE22,EYLY,146_Achse_a_alt_M_Sumiswald_BE22_EYLY,Lautung,Vokale,Achse,146
704,23,362,Vergleichstext,Lesesprache,jung,W,Vättis SG,SG11,BVDH,362_Vergleichstext_Lesesprache_jung_W_Vättis_SG11_BVDH,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
705,23,362,Vergleichstext,Lesesprache,alt,W,Möhlin AG,AG08,JKBX,362_Vergleichstext_Lesesprache_alt_W_Möhlin_AG08_JKBX,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
706,10,242,Patrick,Patrick,alt,M,Turtmann VS,VS09,OLBL,242_Patrick_Patrick_alt_M_Turtmann_VS09_OLBL,Lautung,Konsonanten,Patrick,242
707,9,158,Küche,ù–o,alt,M,Zweisimmen BE,BE25,TUSD,158_Küche_ù–o_alt_M_Zweisimmen_BE25_TUSD,Lautung,Vokale,Küche,158
708,0,252,Sprechgeschwindigkeit,schnell,jung,M,Ernen VS,VS02,SXHP,252_Sprechgeschwindigkeit_schnell_jung_M_Ernen_VS02_SXHP,,,Sprechgeschwindigkeit,252
709,17,306,"drei Männer, Frauen, Kinder",drii drii drii,alt,W,Reckingen VS,VS04,KDYB,"306_drei_Männer,_Frauen,_Kinder_drii_drii_drii_alt_W_Reckingen_VS04_KDYB",Grammatik,Genus,"drei Männer, Frauen, Kinder",306
710,4,80,Kochschürze,Fürtüechli,alt,M,Jaun FR,FR04,RSUK,080_Kochschürze_Fürtüechli_alt_M_Jaun_FR04_RSUK,Wortschatz,Haus und Garten,Kochschürze,80
711,2,28,hier,hie,alt,M,Spiez Faulensee BE,BE08,EECM,028_hier_hie_alt_M_Spiez_Faulensee_BE08_EECM,Wortschatz,Häufige Wörter,hier,28
712,4,60,Löwenzahn,Tätsch±,alt,W,Frick AG,AG04,TSAA,060_Löwenzahn_Tätsch-_alt_W_Frick_AG04_TSAA,Wortschatz,Haus und Garten,Löwenzahn,60
713,9,146,Achse,à,jung,W,Zürich ZH,ZH07,GDJE,146_Achse_à_jung_W_Zürich_ZH07_GDJE,Lautung,Vokale,Achse,146
714,20,338,Grussformeln (morgens),Guete Morge(d),alt,W,Bülach ZH,ZH02,BNAJ,338_Grussformeln_(morgens)_Guete_Morge(d)_alt_W_Bülach_ZH02_BNAJ,Sprache im Alltag,Grussformeln,Grussformeln (morgens),338
715,4,68,Regenschirm,Schärm±,alt,W,Lauterbrunnen BE,BE16,FRFQ,068_Regenschirm_Schärm-_alt_W_Lauterbrunnen_BE16_FRFQ,Wortschatz,Haus und Garten,Regenschirm,68
716,10,210,"Tag, Tanne (Anlaut)",t,alt,W,Frauenfeld TG,TG04,ACBR,"210_Tag,_Tanne_(Anlaut)_t_alt_W_Frauenfeld_TG04_ACBR",Lautung,Konsonanten,"Tag, Tanne (Anlaut)",210
717,13,262,haben (Plural),hond hond hond,jung,M,Oberriet SG,SG07,EWCC,262_haben_(Plural)_hond_hond_hond_jung_M_Oberriet_SG07_EWCC,Grammatik,Verb,haben (Plural),262
718,5,104,Schoggistängeli,Schoggeli,alt,M,Plaffeien FR,FR06,PDLD,104_Schoggistängeli_Schoggeli_alt_M_Plaffeien_FR06_PDLD,Wortschatz,Essen und Trinken,Schoggistängeli,104
719,23,362,Vergleichstext,Lesesprache,jung,W,Herisau AR,AR01,DIYE,362_Vergleichstext_Lesesprache_jung_W_Herisau_AR01_DIYE,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
720,23,362,Vergleichstext,Lesesprache,alt,W,Weggis LU,LU05,DIZP,362_Vergleichstext_Lesesprache_alt_W_Weggis_LU05_DIZP,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
721,13,256,ich komme,chuma,jung,M,Davos-Frauenkirch GR,GR03,DHAM,256_ich_komme_chuma_jung_M_Davos-Frauenkirch_GR03_DHAM,Grammatik,Verb,ich komme,256
722,9,150,Speck,e,alt,M,Linthal-Auen GL,GL01,ROMW,150_Speck_e_alt_M_Linthal-Auen_GL01_ROMW,Lautung,Vokale,Speck,150
723,5,84,Heidelbeere,Beri,alt,M,Reckingen VS,VS04,DRXU,084_Heidelbeere_Beri_alt_M_Reckingen_VS04_DRXU,Wortschatz,Essen und Trinken,Heidelbeere,84
724,5,94,Käsekruste,Croûton,alt,W,Münchenbuchsee BE,BE18,FAHE,094_Käsekruste_Croûton_alt_W_Münchenbuchsee_BE18_FAHE,Wortschatz,Essen und Trinken,Käsekruste,94
725,18,322,Mirjams Hut,ar a der Mirjams Huet,alt,M,Schwarzenburg BE,BE21,QZDY,322_Mirjams_Hut_ar_a_der_Mirjams_Huet_alt_M_Schwarzenburg_BE21_QZDY,Grammatik,Satzbau,Mirjams Hut,322
726,5,96,Brotanschnitt,Scherbli±,jung,M,Muotathal SZ,SZ03,FJJI,096_Brotanschnitt_Scherbli-_jung_M_Muotathal_SZ03_FJJI,Wortschatz,Essen und Trinken,Brotanschnitt,96
727,5,96,Brotanschnitt,Gupf±,jung,M,St. Gallen SG,SG10,YIKI,096_Brotanschnitt_Gupf-_jung_M_St._Gallen_SG10_YIKI,Wortschatz,Essen und Trinken,Brotanschnitt,96
728,23,362,Vergleichstext,Lesesprache,jung,W,St. Gallen SG,SG10,UGGO,362_Vergleichstext_Lesesprache_jung_W_St._Gallen_SG10_UGGO,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
729,7,136,plaudern,schnure,jung,M,Hospental UR,UR02,BDGM,136_plaudern_schnure_jung_M_Hospental_UR02_BDGM,Wortschatz,Gesellschaft,plaudern,136
730,7,138,Taschentuch,Schnu(u)zlumpe,alt,W,Düdingen FR,FR01,LOHZ,138_Taschentuch_Schnu(u)zlumpe_alt_W_Düdingen_FR01_LOHZ,Wortschatz,Gesellschaft,Taschentuch,138
731,6,116,Schnupfen,Schnüderi,jung,W,Escholzmatt LU,LU01,XPMD,116_Schnupfen_Schnüderi_jung_W_Escholzmatt_LU01_XPMD,Wortschatz,Mensch,Schnupfen,116
732,23,362,Vergleichstext,Lesesprache,alt,W,Obersaxen GR,GR05,AKVO,362_Vergleichstext_Lesesprache_alt_W_Obersaxen_GR05_AKVO,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
733,23,362,Vergleichstext,Lesesprache,jung,W,Gurmels FR,FR03,BRVU,362_Vergleichstext_Lesesprache_jung_W_Gurmels_FR03_BRVU,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
734,14,278,Bett Plural,Bette,jung,M,Appenzell AI,AI01,VRST,278_Bett_Plural_Bette_jung_M_Appenzell_AI01_VRST,Grammatik,Substantiv,Bett Plural,278
735,7,132,kneifen,chlempe,alt,W,Adelboden BE,BE02,MBKO,132_kneifen_chlempe_alt_W_Adelboden_BE02_MBKO,Wortschatz,Gesellschaft,kneifen,132
736,9,192,heuen,oi oü,jung,W,Spreitenbach AG,AG09,KPHL,192_heuen_oi_oü_jung_W_Spreitenbach_AG09_KPHL,Lautung,Vokale,heuen,192
737,6,118,urinieren,brünzle,alt,W,Mels SG,SG06,PCJF,118_urinieren_brünzle_alt_W_Mels_SG06_PCJF,Wortschatz,Mensch,urinieren,118
738,6,118,urinieren,zible,alt,M,Sumiswald BE,BE22,FXKN,118_urinieren_zible_alt_M_Sumiswald_BE22_FXKN,Wortschatz,Mensch,urinieren,118
739,13,256,ich komme,chume,jung,W,Sumiswald BE,BE22,BLZL,256_ich_komme_chume_jung_W_Sumiswald_BE22_BLZL,Grammatik,Verb,ich komme,256
740,14,286,Bernerin,Bärneri,alt,W,Bauma + Saland ZH,ZH01,LMVO,286_Bernerin_Bärneri_alt_W_Bauma___Saland_ZH01_LMVO,Grammatik,Substantiv,Bernerin,286
741,5,102,Schokolade,die Schoggi,alt,W,Winterthur ZH,ZH06,UMFL,102_Schokolade_die_Schoggi_alt_W_Winterthur_ZH06_UMFL,Wortschatz,Essen und Trinken,Schokolade,102
742,0,252,Sprechgeschwindigkeit,schnell,jung,W,Maur ZH,ZH04,CXMM,252_Sprechgeschwindigkeit_schnell_jung_W_Maur_ZH04_CXMM,,,Sprechgeschwindigkeit,252
743,10,232,finden,n,jung,W,Düdingen FR,FR01,VHUA,232_finden_n_jung_W_Düdingen_FR01_VHUA,Lautung,Konsonanten,finden,232
744,7,124,Glasmurmeln,Bolei,alt,M,Solothurn SO,SO04,MAQI,124_Glasmurmeln_Bolei_alt_M_Solothurn_SO04_MAQI,Wortschatz,Gesellschaft,Glasmurmeln,124
745,13,262,haben (Plural),hei(n) heit heint,alt,W,Zermatt VS,VS11,IJMG,262_haben_(Plural)_hei(n)_heit_heint_alt_W_Zermatt_VS11_IJMG,Grammatik,Verb,haben (Plural),262
746,4,60,Löwenzahn,Ringelblueme,alt,W,Menziken AG,AG06,BOUD,060_Löwenzahn_Ringelblueme_alt_W_Menziken_AG06_BOUD,Wortschatz,Haus und Garten,Löwenzahn,60
747,3,46,Küken,Püti,alt,M,Saanen-Gstaad BE,BE20,FRBT,046_Küken_Püti_alt_M_Saanen-Gstaad_BE20_FRBT,Wortschatz,Tier,Küken,46
748,13,266,"tragen, getragen","traage, gitreit",alt,W,Schmitten GR,GR07,YLOG,"266_tragen,_getragen_traage,_gitreit_alt_W_Schmitten_GR07_YLOG",Grammatik,Verb,"tragen, getragen",266
749,9,170,Eis (Vokal),ìj ei,alt,W,Engelberg OW,OW01,AGAO,170_Eis_(Vokal)_ìj_ei_alt_W_Engelberg_OW01_AGAO,Lautung,Vokale,Eis (Vokal),170
750,10,218,Tanne (Geminate),n,jung,W,Fischingen TG,TG03,NMCH,218_Tanne_(Geminate)_n_jung_W_Fischingen_TG03_NMCH,Lautung,Konsonanten,Tanne (Geminate),218
751,20,344,Grussformeln (abends),Grüessech,jung,W,Sumiswald BE,BE22,BLZL,344_Grussformeln_(abends)_Grüessech_jung_W_Sumiswald_BE22_BLZL,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
752,4,62,begiessen,bschitte,jung,W,Visp VS,VS10,CICD,062_begiessen_bschitte_jung_W_Visp_VS10_CICD,Wortschatz,Haus und Garten,begiessen,62
753,23,362,Vergleichstext,Lesesprache,alt,W,Oberägeri ZG,ZG01,GAZV,362_Vergleichstext_Lesesprache_alt_W_Oberägeri_ZG01_GAZV,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
754,6,110,Quetschfleck,Blaumo(o)se±,alt,M,Schwyz SZ,SZ04,KORE,110_Quetschfleck_Blaumo(o)se-_alt_M_Schwyz_SZ04_KORE,Wortschatz,Mensch,Quetschfleck,110
755,3,52,Eidechse,Chläbtüechtschi,alt,W,Bosco Gurin TI,TI01,GJCI,052_Eidechse_Chläbtüechtschi_alt_W_Bosco_Gurin_TI01_GJCI,Wortschatz,Tier,Eidechse,52
756,9,186,Geiss,ìì,alt,M,Adelboden BE,BE02,BGTK,186_Geiss_ìì_alt_M_Adelboden_BE02_BGTK,Lautung,Vokale,Geiss,186
757,6,112,Dutt,Gigg,alt,W,Obersaxen GR,GR05,AKVO,112_Dutt_Gigg_alt_W_Obersaxen_GR05_AKVO,Wortschatz,Mensch,Dutt,112
758,5,98,Butter,Britschi,jung,M,Obersaxen GR,GR05,BYRJ,098_Butter_Britschi_jung_M_Obersaxen_GR05_BYRJ,Wortschatz,Essen und Trinken,Butter,98
759,13,262,haben (Plural),hew he(i)t hein,alt,W,Bosco Gurin TI,TI01,GJCI,262_haben_(Plural)_hew_he(i)t_hein_alt_W_Bosco_Gurin_TI01_GJCI,Grammatik,Verb,haben (Plural),262
760,6,112,Dutt,Chignon,jung,W,Bosco Gurin TI,TI01,FVIK,112_Dutt_Chignon_jung_W_Bosco_Gurin_TI01_FVIK,Wortschatz,Mensch,Dutt,112
761,23,362,Vergleichstext,Lesesprache,jung,M,Luzern LU,LU02,FNUF,362_Vergleichstext_Lesesprache_jung_M_Luzern_LU02_FNUF,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
762,13,256,ich komme,chu,jung,W,Bosco Gurin TI,TI01,FVIK,256_ich_komme_chu_jung_W_Bosco_Gurin_TI01_FVIK,Grammatik,Verb,ich komme,256
763,3,58,Schmetterling,Pipolder,jung,M,Mels SG,SG06,HGYK,058_Schmetterling_Pipolder_jung_M_Mels_SG06_HGYK,Wortschatz,Tier,Schmetterling,58
764,7,124,Glasmurmeln,Chrückerli,jung,W,Gelterkinden BL,BL02,OWGL,124_Glasmurmeln_Chrückerli_jung_W_Gelterkinden_BL02_OWGL,Wortschatz,Gesellschaft,Glasmurmeln,124
765,10,240,trinken,tringge,alt,W,Glarus GL,GL02,BDOI,240_trinken_tringge_alt_W_Glarus_GL02_BDOI,Lautung,Konsonanten,trinken,240
766,9,158,Küche,u,jung,M,Bülach ZH,ZH02,HPNB,158_Küche_u_jung_M_Bülach_ZH02_HPNB,Lautung,Vokale,Küche,158
767,4,62,begiessen,giesse,jung,W,Bettlach SO,SO01,DSMR,062_begiessen_giesse_jung_W_Bettlach_SO01_DSMR,Wortschatz,Haus und Garten,begiessen,62
768,7,140,Schlittschuh laufen,schlööfle,alt,W,Blumenstein BE,BE05,TFBR,140_Schlittschuh_laufen_schlööfle_alt_W_Blumenstein_BE05_TFBR,Wortschatz,Gesellschaft,Schlittschuh laufen,140
769,14,274,Tanne Plural,Tanna Tanni,alt,M,Lauterbrunnen BE,BE16,HZVF,274_Tanne_Plural_Tanna_Tanni_alt_M_Lauterbrunnen_BE16_HZVF,Grammatik,Substantiv,Tanne Plural,274
770,9,172,Brot,oe,alt,W,Oberriet SG,SG07,BTKD,172_Brot_oe_alt_W_Oberriet_SG07_BTKD,Lautung,Vokale,Brot,172
771,9,178,schneien,äi ai,jung,W,Weinfelden TG,TG06,ZHR,178_schneien_äi_ai_jung_W_Weinfelden_TG06_ZHR,Lautung,Vokale,schneien,178
772,13,262,haben (Plural),hönd hönd hönd,alt,W,Ermatingen TG,TG02,AHQM,262_haben_(Plural)_hönd_hönd_hönd_alt_W_Ermatingen_TG02_AHQM,Grammatik,Verb,haben (Plural),262
773,4,76,Schublade,Tricka,alt,M,Zermatt VS,VS11,KHMQ,076_Schublade_Tricka_alt_M_Zermatt_VS11_KHMQ,Wortschatz,Haus und Garten,Schublade,76
774,4,78,Sofa,Gusch,jung,W,Reigoldswil BL,BL05,WVTO,078_Sofa_Gusch_jung_W_Reigoldswil_BL05_WVTO,Wortschatz,Haus und Garten,Sofa,78
775,23,362,Vergleichstext,Lesesprache,alt,W,Ins BE,BE12,BFHL,362_Vergleichstext_Lesesprache_alt_W_Ins_BE12_BFHL,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
776,13,270,bekommen,i krieg(e),jung,M,Schmitten GR,GR07,QVXX,270_bekommen_i_krieg(e)_jung_M_Schmitten_GR07_QVXX,Grammatik,Verb,bekommen,270
777,5,100,Bonbon,Guezi,jung,M,Düdingen FR,FR01,VSXG,100_Bonbon_Guezi_jung_M_Düdingen_FR01_VSXG,Wortschatz,Essen und Trinken,Bonbon,100
778,6,108,Sommersprossen,Himeschiss,alt,W,Vättis SG,SG11,CBHV,108_Sommersprossen_Himeschiss_alt_W_Vättis_SG11_CBHV,Wortschatz,Mensch,Sommersprossen,108
779,23,362,Vergleichstext,Lesesprache,jung,W,Schänis SG,SG09,ORZO,362_Vergleichstext_Lesesprache_jung_W_Schänis_SG09_ORZO,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
780,4,78,Sofa,Ruebett(li),alt,W,Grindelwald BE,BE10,KCUO,078_Sofa_Ruebett(li)_alt_W_Grindelwald_BE10_KCUO,Wortschatz,Haus und Garten,Sofa,78
781,5,100,Bonbon,Züggi,alt,W,Glarus GL,GL02,BDOI,100_Bonbon_Züggi_alt_W_Glarus_GL02_BDOI,Wortschatz,Essen und Trinken,Bonbon,100
782,23,362,Vergleichstext,Lesesprache,alt,W,Rafz ZH,ZH05,IJQQ,362_Vergleichstext_Lesesprache_alt_W_Rafz_ZH05_IJQQ,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
783,17,308,Coop,das,jung,M,Thun BE,BE23,HMXR,308_Coop_das_jung_M_Thun_BE23_HMXR,Grammatik,Genus,Coop,308
784,4,60,Löwenzahn,Milchblueme,alt,W,Eschenbach SG,SG03,LEJJ,060_Löwenzahn_Milchblueme_alt_W_Eschenbach_SG03_LEJJ,Wortschatz,Haus und Garten,Löwenzahn,60
785,23,362,Vergleichstext,Lesesprache,alt,W,Zermatt VS,VS11,IJMG,362_Vergleichstext_Lesesprache_alt_W_Zermatt_VS11_IJMG,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
786,5,84,Heidelbeere,Höibe(e)ri,alt,W,Sursee LU,LU04,GOQI,084_Heidelbeere_Höibe(e)ri_alt_W_Sursee_LU04_GOQI,Wortschatz,Essen und Trinken,Heidelbeere,84
